Id,Indikator,"Tendensi hambatan dalam hubungan sosial, neourotis","Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala",Tendensi aspirasi lebih besar dari pada kemampuan,Normal
New Doc 2019-12-18 21.15.51_192,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_193,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_194,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_195,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_196,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_197,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_198,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_199,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_200,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_201,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_202,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_203,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_204,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_205,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_206,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_207,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_208,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_209,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_210,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_211,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_212,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_213,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_214,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_215,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_216,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_217,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_218,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_219,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_220,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_221,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_222,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_223,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_224,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_225,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_226,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_227,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_228,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_229,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_230,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_231,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_232,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_233,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_234,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_235,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_236,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_237,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_238,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_239,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_240,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_241,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_242,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_243,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_244,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_245,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_246,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_247,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_248,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_249,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_250,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_251,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_252,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_253,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_254,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_255,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_256,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_257,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_258,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_259,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_260,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_261,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_262,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_263,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_264,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_265,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_266,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_267,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_268,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_269,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_270,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_271,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_272,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_273,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_274,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_275,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_276,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_277,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_278,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_279,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_280,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_281,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_282,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_283,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_284,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_285,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_286,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_287,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_288,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_289,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_290,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_291,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_292,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_293,[‘Tendensi aspirasi lebih besar dari pada kemampuan‘],0,0,1,0
New Doc 2019-12-18 21.15.51_294,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_295,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_296,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_297,"[‘Tendensi hambatan dalam hubungan sosial, neourotis‘]",1,0,0,0
New Doc 2019-12-18 21.15.51_298,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
New Doc 2019-12-18 21.15.51_299,[‘Normal‘],0,0,0,1
New Doc 2019-12-18 21.15.51_300,"[‘Ada kemungkinan gangguan organis (misalnya, orang sering sakit, kerusakan otak, kemunduran, tendensi hipokondriasis, intelegensi kurang, pikirannya melayang (over) pada paranoid, terlalu membanggakan intelek, penekanan pada fantasi (pada anak-anak) aspirasi intelektuil (mungkin disertai orandiosity), kurang masak dalam instropeksi atau fantasi, simptom-simptom pada kepala‘]",0,1,0,0
